ranker,player,nationality,position,team,age,birth_year,games,games_starts,minutes,minutes_90s,goals,assists,goals_assists,goals_pens,pens_made,pens_att,cards_yellow,cards_red,xg,npxg,xg_assist,npxg_xg_assist,progressive_carries,progressive_passes,progressive_passes_received,goals_per90,assists_per90,goals_assists_per90,goals_pens_per90,goals_assists_pens_per90,xg_per90,xg_assist_per90,xg_xg_assist_per90,npxg_per90,npxg_xg_assist_per90,matches
551,Daniel Musovski,us USA,FW,Real Salt Lake,27,1995,24,14,1203,13.4,5,4,9,5,0,0,2,0,4.5,4.5,1.7,6.2,13,20,66,0.37,0.30,0.67,0.37,0.67,0.33,0.13,0.46,0.33,0.46,Matches
552,Alex Muyl,us USA,MFDF,Nashville SC,27,1995,32,23,2039,22.7,1,0,1,1,0,0,4,0,1.6,1.6,0.9,2.5,25,67,100,0.04,0.00,0.04,0.04,0.04,0.07,0.04,0.11,0.07,0.11,Matches
553,Tristan Muyumba,,MF,Atlanta Utd,25,1997,10,9,815,9.1,1,1,2,1,0,0,3,0,1.1,1.1,0.6,1.7,9,48,17,0.11,0.11,0.22,0.11,0.22,0.12,0.07,0.19,0.12,0.19,Matches
554,Darlington Nagbe,us USA,MF,Columbus Crew,32,1990,34,32,2788,31.0,3,1,4,3,0,0,5,0,2.4,2.4,0.9,3.3,49,182,61,0.10,0.03,0.13,0.10,0.13,0.08,0.03,0.11,0.08,0.11,Matches
555,Andy Najar,hn HON,DF,D.C. United,29,1993,21,12,1103,12.3,0,0,0,0,0,0,3,0,0.4,0.4,0.8,1.2,31,83,40,0.00,0.00,0.00,0.00,0.00,0.03,0.06,0.10,0.03,0.10,Matches
556,Federico Navarro,ar ARG,MF,Chicago Fire,22,2000,16,15,1099,12.2,0,0,0,0,0,0,3,1,0.2,0.2,0.2,0.4,5,34,4,0.00,0.00,0.00,0.00,0.00,0.01,0.02,0.03,0.01,0.03,Matches
557,Miguel Navarro,ve VEN,DF,Chicago Fire,23,1999,25,22,1971,21.9,0,4,4,0,0,0,6,0,0.3,0.3,2.3,2.6,16,69,78,0.00,0.18,0.18,0.00,0.18,0.02,0.10,0.12,0.02,0.12,Matches
558,Rafael Navarro,br BRA,FW,Colorado Rapids,22,2000,10,10,885,9.8,1,1,2,1,0,0,2,0,2.5,2.5,1.9,4.4,12,18,42,0.10,0.10,0.20,0.10,0.20,0.25,0.20,0.45,0.25,0.45,Matches
559,Hassan Ndam,cm CMR,DF,NY Red Bulls,24,1998,15,8,706,7.8,0,0,0,0,0,0,5,1,0.7,0.7,0.0,0.7,2,21,2,0.00,0.00,0.00,0.00,0.00,0.09,0.00,0.09,0.09,0.09,Matches
560,Logan Ndenbe,be BEL,DF,Sporting KC,22,2000,21,18,1536,17.1,0,1,1,0,0,0,2,0,0.3,0.3,1.1,1.3,74,96,112,0.00,0.06,0.06,0.00,0.06,0.02,0.06,0.08,0.02,0.08,Matches
561,Jalen Neal,us USA,DF,LA Galaxy,19,2003,16,14,1287,14.3,1,0,1,1,0,0,3,0,0.5,0.5,0.0,0.5,0,28,0,0.07,0.00,0.07,0.07,0.07,0.03,0.00,0.04,0.03,0.04,Matches
562,Dylan Nealis,us USA,DF,NY Red Bulls,24,1998,19,10,1032,11.5,0,0,0,0,0,0,1,0,0.5,0.5,0.2,0.7,6,35,20,0.00,0.00,0.00,0.00,0.00,0.04,0.02,0.06,0.04,0.06,Matches
563,Sean Nealis,us USA,DF,NY Red Bulls,26,1997,31,31,2716,30.2,1,1,2,1,0,0,10,1,1.7,1.7,0.2,1.9,6,67,9,0.03,0.03,0.07,0.03,0.07,0.06,0.01,0.06,0.06,0.06,Matches
564,Franco Negri,ar ARG,DF,Inter Miami,27,1995,16,16,1329,14.8,1,1,2,1,0,0,3,1,0.5,0.5,1.7,2.2,53,61,79,0.07,0.07,0.14,0.07,0.14,0.03,0.11,0.15,0.03,0.15,Matches
565,John Nelson,us USA,DF,St. Louis,24,1998,17,14,1266,14.1,0,0,0,0,0,0,2,1,0.4,0.4,0.6,1.0,14,52,55,0.00,0.00,0.00,0.00,0.00,0.03,0.05,0.07,0.03,0.07,Matches
566,Jake Nerwinski,us USA,DF,St. Louis,28,1994,29,25,2211,24.6,0,2,2,0,0,0,5,1,0.1,0.1,1.1,1.2,31,104,55,0.00,0.08,0.08,0.00,0.08,0.00,0.04,0.05,0.00,0.05,Matches
567,Harvey Neville,ie IRL,DFMF,Inter Miami,20,2002,11,2,194,2.2,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,3,6,13,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
568,Jean-Claude Ngando,cm CMR,MFFW,Vancouver W'caps,23,1999,8,0,80,0.9,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,8,10,5,0.00,0.00,0.00,0.00,0.00,0.05,0.00,0.05,0.05,0.05,Matches
569,Sam Nicholson,sct SCO,MFDF,Colorado Rapids,28,1995,22,20,1491,16.6,1,1,2,1,0,0,6,0,2.1,2.1,1.1,3.2,51,33,119,0.06,0.06,0.12,0.06,0.12,0.12,0.07,0.19,0.12,0.19,Matches
570,Jarosław Niezgoda,pl POL,FW,Portland Timbers,27,1995,20,5,659,7.3,1,0,1,1,0,0,0,0,1.7,1.7,0.3,2.0,4,10,29,0.14,0.00,0.14,0.14,0.14,0.23,0.04,0.27,0.23,0.27,Matches
571,Joakim Nilsson,se SWE,DF,St. Louis,28,1994,8,7,593,6.6,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,14,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
572,Matt Nocita,us USA,DF,NY Red Bulls,22,2000,1,0,27,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.00,0.00,0.00,0.00,0.00,0.20,0.00,0.20,0.20,0.20,Matches
573,Nolan Norris,us USA,MF,FC Dallas,17,2005,2,2,134,1.5,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,2,3,1,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches
574,Tsiki Ntsabeleng,za RSA,MFFW,FC Dallas,24,1998,15,3,354,3.9,0,4,4,0,0,0,3,0,0.3,0.3,0.6,1.0,6,19,26,0.00,1.02,1.02,0.00,1.02,0.09,0.16,0.24,0.09,0.24,Matches
575,Obinna Nwobodo,ng NGA,MF,FC Cincinnati,26,1996,30,30,2582,28.7,2,3,5,2,0,0,10,0,0.9,0.9,1.4,2.2,37,134,30,0.07,0.10,0.17,0.07,0.17,0.03,0.05,0.08,0.03,0.08,Matches
Rk
576,Moses Nyeman,us USA,MF,Real Salt Lake,19,2003,2,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.10,0.00,0.10,0.10,0.10,Matches
577,Lewis O'Brien,eng ENG,MF,D.C. United,24,1998,17,17,1513,16.8,1,1,2,1,0,0,5,0,1.1,1.1,1.9,3.0,43,98,47,0.06,0.06,0.12,0.06,0.12,0.06,0.12,0.18,0.06,0.18,Matches
